name,lon,lat,language,script,area,uuid
RS [Varia 2],35.7818307,35.601629,unknown,unknown,unknown,f32d3fdc-c58b-44a1-aa73-1e39653c0382
RS [Varia 3],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,168b5d71-dac7-40c4-80f7-ad89cdac7e48
RS [Varia 4],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,f5cf4da5-6a9f-464a-88b0-75babecea8b0
RS [Varia 5],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,e196b74e-d5de-4c79-b13f-ed8ef77728d9
RS [Varia 6],35.7818307,35.601629,unknown,unknown,unknown,6911ab65-078a-4c80-887c-90336cfc1134
RS [Varia 7],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,4edbfdb9-0c16-4866-9fe1-c56ca006b7c4
RS [Varia 8],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,61c67e53-fbd9-41be-812c-48f7d03e8c1d
RS [Varia 9],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,d28cba49-ae57-4a5e-89c8-ecdd5c1a854c
RS [Varia 10],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,827bb121-d061-4bab-91fd-2518dce2799e
RS [Varia 11],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,7c905f74-a8c4-402c-bc70-17ecdf9f50b1
RS [Varia 12],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,46626543-0988-4bd5-99bd-283c371fcb15
RS [Varia 13],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,d73fcaec-7bb5-4210-98e7-30216cedc2be
RS [Varia 14],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,357b7fc5-4543-4db8-934a-4f29c4c2bbb8
RS [Varia 15],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,97a746f8-1ab1-45da-9572-99c2c7044820
RS [Varia 16],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,048c9bfb-f18c-4c67-aa78-d600a1f636ca
RS [Varia 17],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,887b93bf-8573-42a7-8608-5659d12c2c14
RS [Varia 18],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,64fd4fbf-1cdf-4b4c-a656-51d68ea0a58a
RS [Varia 19],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,55f3bbac-9d6c-44bb-9dc3-83feffc0c0a7
RS [Varia 20],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,ffe6715c-1cb1-44e4-b350-87de5db4f1be
RS [Varia 21],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,401b13d4-011b-461a-b592-1f06d666b7b2
RS [Varia 22],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,689a2b05-a865-4406-80ec-b8478341914f
RS [Varia 23],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,4fb8d018-ffa4-4f38-a55b-66d3155f0b67
RS [Varia 24],35.7818307,35.601629,unknown,unknown,unknown,5a59aecb-1507-4ee4-a7a5-381c95517bba
RS [Varia 25],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,b0186fe4-431e-4338-af23-b986fb49265f
RS [Varia 26],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,eb167008-360b-4985-9aef-0e2bc64ee26e
RS [Varia 27],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,6d7254b4-e84f-4276-848a-8ccd076d06c3
RS [Varia 28],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,0613480c-7d60-4263-ac8e-ae235777685f
RS [Varia 29],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,57547525-864b-47f3-b6b1-cd52cd54fc83
RS [Varia 30],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,e6c977ef-ceff-41b4-8e29-6c9ea58b6544
RS [Varia 31],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,7eed84e1-240b-4e0c-86a1-f6a9d2a41f34
RS [Varia 32],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,872c6eba-a659-46d8-967a-0be10bc8acdb
RS [Varia 33],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,5565dbb5-c192-47a7-8bca-2ee67db8908a
RS [Varia 34],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,f3f75df9-3b5f-4ef6-9eec-6d62bc7f4847
RS [Varia 35],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,1808173c-845e-41e9-a78c-5e4ad410e716
RS [Varia 36],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,01131a19-eb54-4687-96c1-d1bc18777ee4
RS [Varia 37],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,a2883987-5bd1-4f2e-9f47-ee4eaf6c599e
RS [Varia 38],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,46ade7f1-65bd-4960-851d-c1337b4fd055
RS [Varia 39],35.7818307,35.601629,Ugaritic; Akkadian,Alphabetic; Logosyllabic,unknown,e7285654-875f-4e7b-8088-e76d377efc80
RS [Varia 40],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,88a06354-a076-4685-9aa8-57273fdc7500
RS [Varia 41],35.7818307,35.601629,Ugaritic,Alphabetic,unknown,15736824-eb54-4683-9b1b-2b22eb403d34
RS [Varia 42],35.7818307,35.601629,Akkadian,Logosyllabic,unknown,f8b5f808-02cd-481a-a323-4b1adec743fe
RS [Varia 43],35.7818307,35.601629,unknown,unknown,unknown,9bdf2bf4-3451-4d84-a049-cad6a9282b5e
RS 1.001,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,98ef62eb-5eea-4b82-83a9-ff52cfef76f1
RS 1.002,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,a5267b3a-e5f5-438e-8615-1e1bcea06a23
RS 1.002 [A],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,b26ed070-af52-4801-8771-9bfc07d01b14
RS 1.003+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,c7a0efc9-63de-4041-af86-d79466e67186
RS 1.004,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,eb58afc3-b473-4f9d-9e7d-1544d475510f
RS 1.005,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,7e561c79-f82f-4c34-8ee6-94caee3b97d9
RS 1.006,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,023df9af-7a60-4f65-be5e-2d7b1d02e3cd
RS 1.007,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,f238db01-3817-44b3-bb92-ff6b3cd14918
RS 1.008+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,41fa68ef-be4d-4bbf-9312-32126b9431b4
RS 1.009,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,91b156e2-86e2-4c41-b18b-532c11cb0f43
RS 1.009 [C],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,256ea4dd-45ec-4287-9682-e45e9863d1c4
RS 1.009 [E],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,f1a7efc5-92fe-4723-ab7a-9042e4710572
RS 1.009 [F],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,ed5b7e50-f33d-469d-9f72-7f8a2ef8b5fd
RS 1.009 [B],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,da92cf4a-97e4-4bc3-89fd-558ced54abb5
RS 1.009 [G],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,468799ae-47a5-4eb1-80c5-a6c850f371d3
RS 1.009 [D],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,31cba534-4c10-4949-a1ef-63adfb2405fe
RS 1.009 [A],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,0ec36f64-fa0f-4af8-8f9d-78e626aa46fb
RS 1.010,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,018e7b71-c9a5-42c5-954d-1b39c0e8b6f9
RS 1.011,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,6082dfbf-750a-46f2-a208-a11579e819a4
RS 1.011 [B],35.781993,35.6014534,Ugaritic,Alphabetic,Without Locus,9e037459-bc52-411b-bc89-503f1da82d7a
RS 1.011 [A],35.781993,35.6014534,Ugaritic,Alphabetic,Without Locus,f244b982-74a0-458b-a189-5d4be8548c37
RS 1.012,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,b28b4e26-b99f-4f89-b579-b21a2c3a59d0
RS 1.013+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,319d6b16-fa31-4b1a-a32a-32b9dd698c0d
RS 1.014,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,327255e9-548a-4714-a0f9-eaf9d5847736
RS 1.015,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,80f1c474-84be-4630-aaff-5c1e7e449335
RS 1.016,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,33179312-bae2-4947-8aa8-9f23b01d8303
RS 1.017,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,c27a7381-8e18-4fae-a671-407dbcd7547e
RS 1.018,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,5677b259-5435-4885-a966-625b5febf43c
RS 1.019,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,795fb725-f1d8-45c0-8422-f430383e9f70
RS 1.020,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,5fc01c53-4d45-40c4-8363-d9c2494d132e
RS 1.021,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,24e85916-2ecd-46ce-8c05-e68a37550d7a
RS 1.022,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,aa59c143-2176-4355-87e0-f7c3841eb3ee
RS 1.023,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,49bd8a01-6fe1-4ff2-a887-65785e50458d
RS 1.024B,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,ab2d7a5b-d5d8-4237-bd38-7d7449b0e2b1
RS 1.024A,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,10428d14-3484-4b57-b975-1a1250bab900
RS 1.025,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,640df2d2-c622-440d-b3bd-82ca42e87a4f
RS 1.026+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,43926670-0600-4918-ada1-56d912f0ea76
RS 1.027,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,609844ba-fb02-467b-a4ed-61bb8468d45d
RS 1.028+,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,4fe937fe-8df1-404b-a969-804765603d13
RS 1.029 [B],35.7863086,35.6031716,unknown,unknown,Acropolis,bbe1a5ce-7fd0-4ef4-9199-c80541c13ab7
RS 1.029 [A]+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,10cce6f4-9f0f-46f5-be2c-78c910ef53fc
RS 1.030,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,0d3ef6b8-27f1-4ed8-83a6-7c2d9830e418
RS 1.031,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,dd1c2809-339c-4ff1-8938-33fc1ec8093f
RS 1.032,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,be293e9b-25fe-4e3b-b6f5-6f3af9e4ed29
RS 1.033,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,eefc5bbf-b826-48fa-9783-aa2e86e19e50
RS 1.034+,35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,60a2d370-2bad-4b88-8dfe-921076f6d3c9
RS 1.035,35.7863086,35.6031716,unknown,unknown,Acropolis,a6a1584f-e3f9-4611-8616-5b0893a6fe0b
RS 1.036,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,5c5267f0-15d8-4da0-8723-37f8cb8d0e74
RS 1.037,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,610ccb54-c8da-4092-8ad7-e9be5c4cd7ac
RS 1.038,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,a1cc17fe-bf53-407c-9fd1-0fec86c3810b
RS 1.039,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,38326f86-69d1-4850-98ce-a5420b109b54
RS 1.040,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,4cc0fb5e-bce6-48b8-bc76-536b7b462711
RS 1.041,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,bf4be9b9-f8ad-4a46-853a-d2fb32575bd3
RS 1.042,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,7c105e2b-9c2b-43e6-bfe7-de7f59124a1c
RS 1.043,35.7863086,35.6031716,unknown,unknown,Acropolis,e22d1ef7-f672-400c-9a6f-bcd555e86cb2
RS 1.044,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,82c1d948-5288-4cf9-99e9-df76f2c6eef7
RS 1.045,35.7863086,35.6031716,unknown,unknown,Acropolis,80c3aaa0-1118-45b9-989c-72f6c8994987
RS 1.046,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,8a09fe59-f4b2-4adc-9510-cfeca9c81592
RS 1.047,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,750e5917-598b-4fec-b927-e15d70858ad3
RS 1.048,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,ed36e0c8-4788-4b52-b5db-e759ee463d9f
RS 1.[049B],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,f2f14166-a01d-4017-9358-7c4292261f86
RS 1.[049A],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,e48018f7-1e18-4028-8a03-a119bb3b4792
RS 1.[051],35.7863657,35.6031086,Ugaritic,Alphabetic,Acropolis,c76ea413-337e-4492-b10a-ca03fce800e8
RS 1.[052],35.7863657,35.6031086,Ugaritic,Alphabetic,Acropolis,351d21f5-a0a5-49f6-ae14-90d7b71c8ead
RS 1.[053],35.7863657,35.6031086,Ugaritic,Alphabetic,Acropolis,faf9c10b-c47f-494f-a476-8e814ae94b61
RS 1.[054],35.7863657,35.6031086,Ugaritic,Alphabetic,Acropolis,300e10cc-59e6-450c-8d96-c554a7e1523b
RS 1.[055],35.7863657,35.6031086,Ugaritic,Alphabetic,Acropolis,cdc9b517-5911-4d63-88ee-dab0d81648f9
RS 1.[056],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,99df99ec-6225-4ba6-9137-4d75b7605248
RS 1.[057],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,1ccada70-d209-499c-a1da-a8e0d23d78b0
RS 1.[058],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,617f3ef0-e770-4341-99c1-51888b2f2721
RS 1.[059],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,e5f4daba-2433-44ca-af0c-119cbc44a8ae
RS 1.[060],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,2c1e60c7-454f-4ac8-87fe-eb8963f22231
RS 1.[061],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,fbc6fbd6-873d-4cc2-ad4b-8f9b5896d9cb
RS 1.[062],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,b9c55c82-cc8e-4d47-bc48-4cb7807d7b18
RS 1.[063],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,8ad3097f-b110-4d2d-afeb-c077d34eea3c
RS 1.[064]+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,3bd640be-8c24-4218-9e3a-2fc05e57daa3
RS 1.[065] [C],35.7863086,35.6031716,unknown,unknown,Acropolis,1bf332ee-0130-4468-bc90-9532a10b322e
RS 1.[065] [B],35.7863086,35.6031716,unknown,unknown,Acropolis,55913d22-cec3-4e2e-9e4b-d2ac6882a9a8
RS 1.[065] [A]+,35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,2ce0b58c-ffa9-48ec-960c-edabbead6599
RS 1.[066],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,0fa4ad05-e763-4c27-a97c-a0d671573d80
RS 1.[067],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,d16c964c-a8f1-4328-bd21-577cc7af11b0
RS 1.[068],35.7863086,35.6031716,Akkadian,Logosyllabic,Acropolis,3b48f390-fd78-4be6-af61-92eaf808c9ab
RS 1.[069],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,f4cc61c6-4589-4051-8c44-bc1c9bcedec5
RS 1.[070],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,d933b75c-4406-44f9-8467-009582dbc2b4
RS 1.[071],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,5d0873e4-456b-441c-b672-c50728cf00eb
RS 1.[072],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,13f3114a-3bad-4215-ae59-8f1fa5656c40
RS 1.[073],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,3c7fdd48-3b53-44e6-b3d8-df7d08c85abc
RS 1.[074],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,aeb11ff4-da9a-4471-a666-2c6e46d456d5
RS 1.[075],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,3d88eddf-bd3c-42f2-a4f3-a874ecd4e665
RS 1.[076],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,7522a22a-2b87-4467-9fd0-9f23bcd9af00
RS 1.[077],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,cf187ac5-3de0-4e48-be67-573664cb6a30
RS 1.[078],35.7863086,35.6031716,Hurrian,Alphabetic,Acropolis,a2685e82-756b-44ec-8caa-d9aee454cc6a
RS 1.[079],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,87ee6b10-ddb4-4783-8ea8-210571ec5ea0
RS 1.[080],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,9932c831-c675-4866-96a2-e0a327a19bd2
RS 1.[081],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,59f443fe-ca75-437c-b221-f238ae853c20
RS 1.[082],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,1c4d1d10-1c63-4509-a10a-290cd55d4b9c
RS 1.[083],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,b54b838b-6ec1-476e-8565-b3b547c5c025
RS 1.[084]+,35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,28d996d8-b8df-42d9-adc4-3c4c662c6c8e
RS 1.[085],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,dd04f9cc-0800-4951-a50c-8eec1961e8d7
RS 1.[086],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,23abf8e1-ec19-4f3a-9c55-860d3727dfcd
RS 1.[087],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,11a2fc23-3abb-4969-bd80-e573a33eedff
RS 1.[088],35.7863086,35.6031716,Ugaritic,Alphabetic,Acropolis,8a84fff6-a79a-46c1-a5bb-33c01d54f73a
RS 1.[089]+,35.7859899,35.6033405,Egyptian,Hieroglyphic,Acropolis,47e432d6-ba9b-40d1-9e72-703bdff15248
RS 1.[090],35.7859899,35.6033405,Egyptian,Hieroglyphic,Acropolis,04ce82e0-971c-443e-bfa4-f0fb72731b28
RS 1.[091],35.7859899,35.6033405,Egyptian,Hieroglyphic,Acropolis,8dad692e-c42a-4d48-8996-d3323623d269
RS 2.001,35.786291,35.6032879,Ugaritic,Alphabetic,Acropolis,9e467522-eafc-41eb-b1ef-a7c85ee19949
RS 2.002,35.7862595,35.6032126,Ugaritic,Alphabetic,Acropolis,4ea95ca7-f2b2-404b-8365-305212e97599
RS 2.[003]+,35.7864756,35.6031749,Ugaritic,Alphabetic,Acropolis,36caa276-991b-4073-a375-d8b7ba2ab4b7
RS 2.[004],35.7864756,35.6031749,Ugaritic,Alphabetic,Acropolis,9758a6ad-0557-4404-88d9-9fef4086cac9
RS 2.[005],35.7864756,35.6031749,unknown,unknown,Acropolis,b3e425a6-c28c-4b40-b29c-4c4a25b520b0
RS 2.[006],35.7862542,35.6031975,Hurrian,Alphabetic,Acropolis,62da0be6-af1c-4aea-873d-bd1f456ef414
RS 2.[007],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,0e34d47c-3908-4d2e-86db-7cbdd235e14b
RS 2.[008]+,35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,c26101da-b4a0-4760-8223-85994c5748a5
RS 2.[009]+,35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,01b956e9-2ad0-434a-928e-a4f49c4a6b83
RS 2.[010],35.7862542,35.6031975,unknown,unknown,Acropolis,34ba2324-c582-4c9f-ace1-6de42b984e27
RS 2.[011],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,d67bc9eb-e206-4e88-83bc-ca7c2d7292f4
RS 2.[012],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,abe4b958-081e-4750-816f-5cd31b5b2862
RS 2.[013],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,1af98d2f-462f-4dfe-a131-ffadc8d9d4ab
RS 2.[014]+,35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,51bf8125-39e3-485c-810c-ee092e1010a9
RS 2.[015],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,a4398fec-30fc-481e-a5e9-5fd4d0a2c075
RS 2.[016],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,da716a2c-a317-4791-bf6a-efeedbac01a5
RS 2.[017] [B],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,180c2d41-115a-428e-9494-d2ddf7cc0376
RS 2.[017]+,35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,bba7f14e-9f05-4d5f-82e7-a99be30db8d8
RS 2.[017] [A],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,b17adc0f-c07f-41c2-864c-6521625f8106
RS 2.[018],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,83e890e0-2d56-4956-abbd-a6109b603f76
RS 2.[019],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,76a50953-e63d-44e1-b13c-afffe886cbb8
RS 2.[020],35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,e802dcf1-8c76-4cef-83cc-5d8ea2b887b3
RS 2.[021],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,06ee3b50-21c1-4d23-af6d-80ba12044ff1
RS 2.[022]+,35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,35cb36a7-5bb8-4601-ab40-d11f46328285
RS 2.[023]+,35.7862542,35.6031975,Akkadian,Logosyllabic,Acropolis,b6ae1244-8809-4e2b-b2d4-bdd09e509b74
RS 2.[024],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,2efb636f-ef36-44fa-8608-ba16957c54cf
RS 2.[025],35.7863753,35.6031804,Ugaritic,Alphabetic,Acropolis,d82a2512-d9cf-4a8d-8409-deecb6375d2b
RS 2.[026],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,ed06050e-ab3b-4da1-8b4c-30c00907e6a6
RS 2.[027],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,a773dae1-7131-46aa-8353-19bed915bc72
RS 2.[028],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,dd27eb3b-9ccb-403a-8abe-e491e7bdf6fc
RS 2.[029],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,218a4430-d6af-458b-b789-87d82fc1edfe
RS 2.[030],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,a2747b5e-3a7a-49dd-8d94-b5f7ba3a4ff2
RS 2.[031],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,0057264d-6dc1-4a4c-9cee-a0def8c6139c
RS 2.[032],35.7862542,35.6031975,Ugaritic,Alphabetic,Acropolis,102b07dd-27ad-4d6d-b50b-852fc2fec4e0
RS 2.[033],35.7859899,35.6033405,unknown,unknown,Acropolis,162c6d80-c0bf-4a95-95be-7436bb9dbb7a
RS 2.[034],35.7859899,35.6033405,Egyptian,Hieroglyphic,Acropolis,4e8e0b80-0280-4835-b99d-dd924d835a05
RS 2.[036] [B],35.7818307,35.601629,unknown,unknown,unknown,bfb0f764-6ca0-434a-aa12-1e3b3872df51
RS 2.[036] [A],35.7818307,35.601629,unknown,unknown,unknown,66ae7749-480b-4bd7-a0d9-3a16ac56f4bc
RS 3.302,35.7864134,35.6031013,Ugaritic,Alphabetic,Acropolis,53e94294-bd74-4b7a-86e0-36c894fc3e3b
RS 3.309,35.7865036,35.6031807,Akkadian,Logosyllabic,Acropolis,d6f44817-9184-41df-9bad-251b3e3f046e
RS 3.318,35.786492,35.6031965,Akkadian,Logosyllabic,Acropolis,a233453d-e0b6-4958-b2ec-83790cb32ad2
RS 3.319,35.7864104,35.6030566,Ugaritic,Alphabetic,Acropolis,bb54b248-716d-4387-b343-628364637ee8
RS 3.320,35.7864282,35.6030543,Ugaritic,Alphabetic,Acropolis,0a352277-f406-4efa-b25c-b2e3e7b985b2
RS 3.321,35.7864054,35.6030506,unknown,unknown,Acropolis,03d299f0-f9cb-493f-8090-cdff360665dd
RS 3.322+,35.7864054,35.6030506,Ugaritic,Alphabetic,Acropolis,9e0cf3a4-f4d6-4f5f-82fa-7e9e7f9da903
RS 3.323,35.7864054,35.6030506,unknown,unknown,Acropolis,f9b9570c-e0c1-463c-b631-0e0a2dd80368
RS 3.324,35.7864054,35.6030506,unknown,unknown,Acropolis,bffedde2-668d-44f7-a985-c4bdb4c7ee1c
RS 3.325+,35.7864351,35.6030979,Ugaritic,Alphabetic,Acropolis,03100f8d-b61e-4696-84b5-bbcfcfb6f3ee
RS 3.334,35.7863533,35.6030779,Ugaritic,Alphabetic,Acropolis,c8fe9090-a0d1-4bf0-9fdd-e59b82a083a6
RS 3.336,35.7864058,35.6030506,Egyptian,Hieroglyphic,Acropolis,b0b3f302-e11e-4f32-885e-e51ba84b8b87
RS 3.337,35.7863511,35.603181,Ugaritic,Alphabetic,Acropolis,bf3f1de1-9898-4c8b-86e4-ae8bee01ac5b
RS 3.339,35.7864811,35.603204,Akkadian,Logosyllabic,Acropolis,86f92b1e-ce24-49a9-bc22-41a7e6bf4771
RS 3.340,35.7864104,35.6030566,Ugaritic,Alphabetic,Acropolis,f185a47f-1c50-4ab6-8e1b-39b15eaaa976
RS 3.341,35.7864104,35.6030566,unknown,unknown,Acropolis,c6032903-5f02-4800-a818-e2ef86e12f3a
RS 3.342,35.7864104,35.6030566,unknown,unknown,Acropolis,33a43e7c-abfd-454b-966d-29b26c546b9f
RS 3.343+,35.7864104,35.6030566,Ugaritic,Alphabetic,Acropolis,f28bb85b-16c5-4132-84f4-e123ca5746fc
RS 3.344,35.7864104,35.6030566,unknown,unknown,Acropolis,2f3853a5-a26e-4585-8913-befcfc25a8f0
RS 3.345,35.7864104,35.6030566,unknown,unknown,Acropolis,b3cd8b94-8bb8-4183-bab5-f324f48178c9
RS 3.346+,35.7864104,35.6030566,Ugaritic,Alphabetic,Acropolis,0e0105bb-37e8-488c-b882-aae0284d8365
RS 3.347,35.7864104,35.6030566,unknown,unknown,Acropolis,a5576b92-f3dc-4cd2-9d34-9e78f584b8f9
RS 3.348,35.7864104,35.6030566,Ugaritic,Alphabetic,Acropolis,df0a9c2b-6c8f-4d9c-8d24-efcec4a297dd
RS 3.349,35.7864104,35.6030566,unknown,unknown,Acropolis,c87b53cf-2485-4aa1-a319-ed686da53097
RS 3.360,35.7864128,35.6030676,unknown,unknown,Acropolis,6cd2375c-2a23-4024-9a86-e4b6c1777556
RS 3.361,35.7864066,35.6030428,Ugaritic,Alphabetic,Acropolis,0c613cbe-753b-489b-8d74-58024a787806
