name,lon,lat,language,script,area,uuid
RS 15.137,35.7830745,35.6016835,Akkadian,Logosyllabic,Royal Palace,34c1e485-cc79-486f-a366-77f7ecb2ad79
RS 15.138+,35.7830918,35.6016506,Akkadian,Logosyllabic,Royal Palace,69f3c96a-492d-4fe1-bd93-eeedc56d8da3
RS 15.139,35.7830745,35.6016835,Akkadian,Logosyllabic,Royal Palace,d9e66d56-c363-4bc1-b7c9-167a6a529484
RS 15.140,35.7831566,35.6016837,Akkadian,Logosyllabic,Royal Palace,7d3436cd-8baf-49fe-a6d4-e19a84e9336f
RS 15.141,35.7831164,35.6016698,Akkadian,Logosyllabic,Royal Palace,6a67b2b3-1a78-48ca-9bac-554aa1440438
RS 15.143+,35.7831594,35.6016632,Akkadian,Logosyllabic,Royal Palace,4822a017-a3f9-4d99-a723-83c7aa01b7d6
RS 15.144 [G],35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,4e41a3a8-661e-4f1c-8548-0beb25d29e3e
RS 15.144C,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,118bf32d-4e4f-4071-8e48-5b7ec4915020
RS 15.144E,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,5942bc9f-f69f-434a-ab5a-224b23c24cb4
RS 15.144F,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,beaf884c-6e23-4ce1-af90-cba276a36882
RS 15.144B,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,d16d4f77-2b33-49b7-8889-45be015737ad
RS 15.144D,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,eb1923dd-a7fb-4ad5-8788-05010d8f63a7
RS 15.144A,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,9d52dff8-9b2e-4a96-84fc-10582a7b71fb
RS 15.145,35.7830367,35.6016434,Akkadian,Logosyllabic,Royal Palace,90606fd7-8ef6-42ca-84ef-ab57781f69a2
RS 15.146,35.7830367,35.6016434,Akkadian,Logosyllabic,Royal Palace,68c3931a-658f-4c67-9945-57bd1478c2b4
RS 15.147,35.7831642,35.6016953,Akkadian,Logosyllabic,Royal Palace,ea6e89f4-8aef-4a69-98b4-efddba83336b
RS 15.150,35.7831642,35.6016953,Akkadian,Logosyllabic,Royal Palace,5790d649-88ed-4c26-be31-4390144835ff
RS 15.152,35.7831335,35.601684,Akkadian; Sumerian,Logosyllabic,Royal Palace,4fe51967-28b1-4000-9f75-019fb61fff86
RS 15.153,35.7836513,35.6018078,Ugaritic,Alphabetic,Royal Palace,9371730b-44a1-40e9-9314-2797870ca0fa
RS 15.154,35.7836513,35.6018078,Akkadian,Logosyllabic,Royal Palace,9050d8c8-af26-4677-aaea-f7dc07bb4b45
RS 15.155,35.783108,35.6017047,Akkadian,Logosyllabic,Royal Palace,69523010-5e78-44d0-a603-fef4408b2d9e
RS 15.156,35.783108,35.6017047,Ugaritic,Alphabetic,Royal Palace,6a092ae5-f064-4a2d-8c55-6fbfddac5b9d
RS 15.158,35.782989,35.6016054,Ugaritic,Alphabetic,Royal Palace,7e911858-08b3-47d3-9ed6-a516f715655d
RS 15.159,35.7836233,35.60185,unknown,unknown,Royal Palace,d8a95e50-732e-4062-8db8-42563f2cd461
RS 15.161,35.7818956,35.6014227,unknown,unknown,Out of Context,3b4c2295-3dd4-4eb4-8a26-91164b956c55
RS 15.162,35.7829783,35.6016398,unknown,unknown,Royal Palace,cd6983fc-4612-430c-a4d0-b9a14d1673bf
RS 15.163+,35.7829783,35.6016398,Akkadian,Logosyllabic,Royal Palace,788a0be2-0347-4966-bbb7-c0e03b995e34
RS 15.164,35.7829783,35.6016398,unknown,unknown,Royal Palace,e70f637f-c1ca-400f-b130-0822bc7d45b0
RS 15.167,35.7831166,35.6016896,unknown,unknown,Royal Palace,48ee9d89-584e-42b3-bb3c-17eec62617b2
RS 15.168,35.7831283,35.6017062,Akkadian,Logosyllabic,Royal Palace,3459fae2-bae4-4d8c-a496-9dbecc982a69
RS 15.169+,35.7836711,35.6017978,Ugaritic,Alphabetic,Royal Palace,94713885-3847-4d27-bd46-cc942acd2705
RS 15.169 [A],35.7836711,35.6017978,unknown,unknown,Royal Palace,bffcb591-bf24-4b3f-90af-5224370bf9f9
RS 15.170,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,ec731208-46f7-4640-8162-93e9dd63c98a
RS 15.171A,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,6e170853-48b4-4122-b312-c15ebb5d2d5f
RS 15.172,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,c5a0554b-bf67-41dd-b64e-e0e3fa94e5f7
RS 15.173,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,920308bc-e1ff-4641-845c-1f581c9d2a60
RS 15.174,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,ac433084-1d14-4e93-b07d-85fd2883cfc8
RS 15.175C,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,3fd93731-a803-401e-ad10-c2629c9865bf
RS 15.175B,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,bfc2d305-b3d5-4a9a-9780-06ddc30d73f2
RS 15.175A,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,71ac9dd2-0d0c-46af-9668-dcbdc269cfab
RS 15.176,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,bd27a11c-a1e5-4a78-b0d5-8ee36fe3caf8
RS 15.176bis,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,5b35b87d-2e1e-4283-95f4-1fc4c4a3cf78
RS 15.177,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,7ce85b66-1693-451c-b00f-4d5ae36030ee
RS 15.178,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,9289bcef-5dc9-4b57-9bbc-47000d4bf232
RS 15.179,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,807529ad-18bc-48e3-9457-bb905112b9df
RS 15.180,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,d176679b-4ab6-41e8-a0c7-cde08037a870
RS 15.181,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,894fcb77-dc0c-4c52-889f-cd3e1cbdf892
RS 15.182,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,a28ecb1d-cd51-43dc-b312-e9888b74f9bc
RS 15.183,35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,d0a598a8-e7ee-491d-ac00-3f96db2c4020
RS 15.184,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,04bfb003-9b8a-4203-958a-493303ae9200
RS 15.185,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,c53d9891-e2d4-44ea-a4f5-bf3291eebbd5
RS 15.186,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,aa3f3574-0644-488e-8782-effed15ad12d
RS 15.187 [C],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,8f4f31b8-dcbc-40ed-b64c-1f7c461f3cd4
RS 15.187 [E],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,fd0c2844-e603-4b2c-9664-7034f833af27
RS 15.187 [F],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,56c832f6-7eea-47e3-b158-96276e6d8d7c
RS 15.187 [B],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,3825e816-86a3-4d57-a138-f2226646f035
RS 15.187 [G],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,0521ac54-6dd4-4090-984f-262ba7a52d37
RS 15.187 [D],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,6fbaf7bd-0702-4966-a040-3dac4894fb1d
RS 15.187 [A],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,89c32bc3-ac05-495f-b1cd-b0c4bac907b8
RS 15.188,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,ebf449e9-880e-4293-b31d-c58adeac8d4e
RS 15.189,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,e6ebbd3d-77ca-4d4b-8b84-4ccdc5566f39
RS 15.190,35.7829783,35.6016398,Akkadian,Logosyllabic,Royal Palace,5fc84d0e-ad61-4135-add1-c35694c0edd1
RS 15.191 [C],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,f04a4963-2f0a-4c7b-b465-8ea4f48f051b
RS 15.191 [B],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,43ce0a34-ad70-4fa9-8c29-5d8111de136a
RS 15.191 [A],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,62f90e39-76c5-4247-bf49-866595921faf
RS 15.192 [C],35.7836233,35.60185,unknown,unknown,Royal Palace,78dbc3e3-51bc-4140-8f70-3505b94168fa
RS 15.192 [E],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,78b171b7-dcfa-4165-9cbd-19b95e348fe2
RS 15.192 [F],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,bc528f62-ad0a-4fb1-8d77-e344c2d22866
RS 15.192 [B],35.7836233,35.60185,unknown,unknown,Royal Palace,c965f288-6eb8-41e2-be1d-d10c3b547f75
RS 15.192 [G],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,691e49d4-d12f-4b47-a9da-a7a5725c5fea
RS 15.192 [D],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,8ab6527c-9ecd-4f72-9d43-b8067e88179e
RS 15.192 [H],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,6471357f-e9d7-4475-882c-8b011a530cdb
RS 15.192 [J],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,16f40681-577c-4681-bee5-aa9f175d8c4c
RS 15.192 [K],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,5fbb061e-41d1-496d-be4f-8c200ba2c5d8
RS 15.192 [L],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,6469ae09-78c5-4ee7-a508-7ee2d78688f1
RS 15.192 [M],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,eaa1df4e-0a51-4584-93c7-7945eaa1c13e
RS 15.192 [N],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,51e052e3-80d4-40d9-a48a-763b45a92a70
RS 15.192 [P],35.7835922,35.601831,unknown,unknown,Royal Palace,c412f7be-1be1-43ec-9141-6e90314d9b6f
RS 15.192 [A],35.7836233,35.60185,Ugaritic,Alphabetic,Royal Palace,f6196bca-ac6a-42c2-a73f-e03575355bc2
RS 15.192 [I],35.7835922,35.601831,unknown,unknown,Royal Palace,26904e5a-5718-4d14-85a2-2912ad7194c1
RS 15.192 [O],35.7835922,35.601831,Akkadian,Logosyllabic,Royal Palace,ce11ef3e-2267-4af5-a0b1-47928d862283
RS 15.201,35.7831166,35.6016896,Egyptian,Hieroglyphic,Royal Palace,207a84bb-e48c-44e7-9a2c-1c31165ae157
RS 15.202,35.783164,35.6017107,Egyptian,Hieroglyphic,Royal Palace,6a61256e-c35b-411f-a6fb-b01c77235968
RS 15.203,35.783164,35.6017107,Egyptian,Hieroglyphic,Royal Palace,3a0c1d6c-3a78-4f10-9250-53ee10ff157f
RS 15.204,35.7836275,35.6017718,Egyptian,Hieroglyphic,Royal Palace,30c735ea-f743-4afc-9cca-6e4ebb82f7c5
RS 15.212,35.7833241,35.601806,Egyptian,Hieroglyphic,Royal Palace,eccecb83-f51e-4688-be36-2d42c19aae2f
RS 15.219,35.7836233,35.60185,unknown,unknown,Royal Palace,2897065a-4b6c-4a4b-b7a1-569057a4003b
RS 15.226,35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,f81d4f91-5e13-4324-8750-2c81d60effbf
RS 15.239,35.783164,35.6017107,Egyptian,Hieroglyphic,Royal Palace,b17c7f91-acc5-44e3-92b7-0de1f00cb8d5
RS 15.319,35.783724,35.601757,Ugaritic,Alphabetic,Royal Palace,53d9688a-0586-4376-af7a-02c04aaad578
RS 15.562,35.7818307,35.601629,Akkadian,Logosyllabic,unknown,4bdf9eb3-dd3a-4a3d-b07d-9dc5eba05eaa
RS 15.563 [C],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,c41fc48d-44ae-4bd0-b219-bd81d542f787
RS 15.563 [E],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,0b6a8c00-cd23-4f6a-81f8-eda4c113ceaf
RS 15.563 [F],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,2f77bd44-31ea-459a-83d6-1d843a77f576
RS 15.563 [B],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,464b9936-9109-4846-ae9b-c657c77af738
RS 15.563 [G],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,173112aa-2f41-4b1e-9b43-db3498851ee0
RS 15.563 [D],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,7cccd9e7-6694-45ed-a746-888ac9c33f52
RS 15.563 [A],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,24f5ff6a-6590-4501-b892-5f4d89670c1b
RS 15.564 [B],35.7835922,35.601831,unknown,unknown,Royal Palace,4e5ce64b-2a57-4a0e-86a3-683985640b0f
RS 15.564 [A],35.7835922,35.601831,Ugaritic,Alphabetic,Royal Palace,dd6f3154-57f0-4d61-995d-db140d84345f
RS 16.001,35.7833737,35.6015766,Ugaritic,Alphabetic,Royal Palace,e7002337-5ed9-465f-9c55-7b1635861386
RS 16.002,35.7828337,35.6016393,Ugaritic,Alphabetic,Royal Palace,ce636fcc-8c23-413a-bbfa-652398bdf5fd
RS 16.003,35.7832676,35.6016295,Akkadian,Logosyllabic,Royal Palace,309b3fa7-d30a-442e-bac1-ade9ae266de8
RS 16.004,35.7837135,35.6017522,Ugaritic,Alphabetic,Royal Palace,6f11a7ab-c57d-4f35-90a2-08d0197ec511
RS 16.005,35.7832924,35.6015107,Ugaritic,Alphabetic,Royal Palace,59cecb5e-41aa-487d-9ef6-3cba0d896e5d
RS 16.006+,35.7833588,35.6015666,Ugaritic,Alphabetic,Royal Palace,93dbf9ec-c16f-493e-bc1a-3ee10d74f473
RS 16.007 [C],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,5b498630-9752-49b7-b760-c4be60e9eea3
RS 16.007 [E]+,35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,665c1926-4187-4a09-9a01-501c769f7098
RS 16.007 [F],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,58c2e17a-a8c8-4f31-8cf2-c10e6cf3ac0a
RS 16.007 [B],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,89cddb0d-2810-4c45-b996-35771d5957b5
RS 16.007 [G],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,60b998ff-c9cb-49c1-bdc1-5d563087a781
RS 16.007 [D],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,6414bd0a-dc9d-4e99-8f9e-9ac9aa37fa93
RS 16.007+,35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,94f85f6f-ebe6-4ac6-9a10-6ba80c0f13fe
RS 16.007 [A],35.7832867,35.6015082,Ugaritic,Alphabetic,Royal Palace,2f6c2e56-b366-4efb-9c7c-a2a4d887495c
RS 16.019,35.7818956,35.6014227,unknown,unknown,Out of Context,982e4e71-f87d-4db7-a9b3-13cca9c942e3
RS 16.060,35.7828325,35.6016452,Ugaritic,Alphabetic,Royal Palace,6b392b16-5e6f-4758-9329-936cf9c0c08b
RS 16.061,35.7828325,35.6016452,Akkadian,Logosyllabic,Royal Palace,a6b52c5c-f052-402a-a0ae-670366a28145
RS 16.075,35.7832867,35.6015082,unknown,unknown,Royal Palace,35509304-f8ce-44da-99e0-7a42c3d36f88
RS 16.078+,35.7833145,35.6015326,Ugaritic,Alphabetic,Royal Palace,e97750f9-e7e0-4dc6-a693-6eeb3d3e6643
RS 16.079,35.7833145,35.6015326,Ugaritic,Alphabetic,Royal Palace,04cf00e8-c762-405a-8543-80cb5b5cf0dd
RS 16.086,35.7830721,35.6016447,Akkadian,Logosyllabic,Royal Palace,f0c06aeb-283d-45dc-9fca-1cb86ff1ea97
RS 16.094,35.7833631,35.6016657,Egyptian,Hieroglyphic,Royal Palace,be40f40f-c823-4440-aeef-b9c5af6ef082
RS 16.107,35.7833631,35.6016657,Ugaritic,Alphabetic,Residential Quarter,7368d5a3-61d2-4eed-811f-09e62fbf61ae
RS 16.109,35.7832989,35.6015222,unknown,unknown,Royal Palace,36ee93e6-4e16-42e5-93fa-cb5182d6c621
RS 16.110,35.7831485,35.6016241,Akkadian,Logosyllabic,Royal Palace,f891b0d8-f624-43ea-b1ec-7e585d9ccbe3
RS 16.111,35.7832611,35.6016495,Akkadian,Logosyllabic,Royal Palace,55289a16-ca2d-43f8-9454-ed36c8d2be6c
RS 16.112,35.7832472,35.6016612,Akkadian,Logosyllabic,Royal Palace,922c0e3a-7ce2-43dd-98c5-0577e1d2ae2f
RS 16.113,35.7831713,35.6016486,unknown,unknown,Royal Palace,a7f46c7e-b926-4576-b0ff-2072e21f1a58
RS 16.114,35.7832614,35.6016484,Akkadian,Logosyllabic,Royal Palace,53c0609a-3e83-4b11-919b-9621ff65a7da
RS 16.115B,35.7832702,35.6016183,Ugaritic,Alphabetic,Royal Palace,697a2088-adb8-47ab-ab4b-9cba24c7b040
RS 16.115A,35.7832702,35.6016183,Ugaritic,Alphabetic,Royal Palace,3521bedb-dc42-40af-8966-beb9ec805f50
RS 16.116,35.7832554,35.6016591,Akkadian,Logosyllabic,Royal Palace,7bb9ffbc-b53f-475c-9580-ead787cc5b18
RS 16.117,35.7832972,35.6015199,unknown,unknown,Royal Palace,35b128c9-c2b5-4de0-b633-1b7b8682d2cc
RS 16.125,35.7832638,35.601648,Akkadian,Logosyllabic,Royal Palace,b1018481-e932-4dc7-b9a4-77db59d96ad8
RS 16.126B+,35.7832638,35.601648,Akkadian,Logosyllabic,Royal Palace,7a26e1be-2439-446b-a4ef-da3abe2e3dc1
RS 16.126A,35.7832638,35.601648,Akkadian,Logosyllabic,Royal Palace,921b1c8c-83d1-49b6-be70-bcc3ae5bb482
RS 16.127,35.7827676,35.6015803,Ugaritic,Alphabetic,Royal Palace,dfa17486-2bd0-4a71-9ad5-e0502ffd0c8c
RS 16.128,35.7827676,35.6015803,Ugaritic,Alphabetic,Royal Palace,462fd7bc-4601-4473-9490-50c72eeaee58
RS 16.129,35.7827676,35.6015803,Akkadian,Logosyllabic,Royal Palace,fb358447-c4c5-4bff-861f-593d8a6bef91
RS 16.130,35.7832258,35.601646,unknown,unknown,Royal Palace,4507cabd-a446-4e44-862e-3b571cc03bbe
RS 16.131,35.7831084,35.6016407,Akkadian,Logosyllabic,Royal Palace,a37b077d-22bb-4816-b185-142e2c696b2d
RS 16.132,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,fc981502-936f-45bc-85b2-f7481bd92b5a
RS 16.133,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,750c2334-a7c6-4b08-b626-7760e8588a09
RS 16.134,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,5714db18-c452-4f94-8011-8a8d08b87bab
RS 16.135,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,13205ab7-c622-43db-a600-be3573348e76
RS 16.136,35.7831084,35.6016407,Akkadian,Logosyllabic,Royal Palace,430f9cd0-9643-430b-9b7b-9a2916b16ce8
RS 16.137,35.7831132,35.601639,Akkadian,Logosyllabic,Royal Palace,7fce43a6-c2c5-414e-a272-9c03ea710b8a
RS 16.137 [bis] [B],35.7832633,35.6016077,unknown,unknown,Royal Palace,170adcf8-cc77-4c2a-ba59-8885d8c3497e
RS 16.137 [bis]+,35.7832633,35.6016077,Ugaritic,Alphabetic,Royal Palace,915999ad-9fc2-4451-afff-d14d9f76a3fc
RS 16.137 [bis] [A],35.7832633,35.6016077,unknown,unknown,Royal Palace,ca75377b-c323-4795-a2a8-8b463d53011e
RS 16.138,35.7831132,35.601639,Akkadian,Logosyllabic,Royal Palace,eb5044cc-6394-41b4-899f-05e19d99bd86
RS 16.139,35.7831132,35.601639,Akkadian,Logosyllabic,Royal Palace,6e9cbfd8-8915-4c9a-b006-0c135c3491fb
RS 16.140,35.7831132,35.601639,Akkadian,Logosyllabic,Royal Palace,a7004517-c449-40d6-90e5-d0e229af69b0
RS 16.141,35.7831132,35.601639,Akkadian,Logosyllabic,Royal Palace,52e353e4-bca3-40c4-b599-6ea383074cbc
RS 16.142,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,75e08518-d87c-46da-ae61-553b59848666
RS 16.143,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,665bc8b8-c09c-4e57-99e8-086c01a875c5
RS 16.144,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,ce9fe76b-f4cc-4832-95ab-5b90b2e6c951
RS 16.145,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,1907df28-c5a2-4e1e-8126-9c8a1ba79870
RS 16.146+,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,14860c2a-5dd7-4699-b49f-be5e9d881149
RS 16.147,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,d3eede29-db7c-41bc-86d0-b8feb771483c
RS 16.148+,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,8394c08e-5adf-481b-a7ce-177e26ea3484
RS 16.149,35.783103,35.601644,Akkadian,Logosyllabic,Royal Palace,a4179789-c926-413a-b29a-2ff4206b9494
RS 16.150,35.783091,35.6016355,Akkadian,Logosyllabic,Royal Palace,ba9eb59b-6bb7-4f17-bf1d-09e6717483d4
RS 16.151,35.7832611,35.6016495,Akkadian,Logosyllabic,Royal Palace,71ec7bbb-abf6-4801-a0ef-651d6a1a89bb
RS 16.152,35.7831006,35.6016403,unknown,unknown,Royal Palace,e76c42c2-62ef-4c66-9766-5d90f3cbbc01
RS 16.153,35.7831006,35.6016403,Akkadian,Logosyllabic,Royal Palace,f6049a09-1758-4d6f-af4c-6612d377da13
RS 16.154,35.7830926,35.6016584,Akkadian,Logosyllabic,Royal Palace,425bfef4-9310-40be-85ae-cc5e53801ef2
RS 16.155,35.7832294,35.6016463,Akkadian,Logosyllabic,Royal Palace,39e05159-f267-49bd-9f00-d1772ea6f98f
RS 16.156,35.7831006,35.6016403,Akkadian,Logosyllabic,Royal Palace,d9ae3317-f2a6-432e-bc0a-6d280c5eaa93
RS 16.157,35.7831006,35.6016403,Akkadian,Logosyllabic,Royal Palace,3e45f8ee-b9cb-46fc-bffe-8a0853a95850
RS 16.158,35.7831006,35.6016403,Akkadian,Logosyllabic,Royal Palace,e4c9773c-efdd-4c23-8f78-95166d99cf06
RS 16.159,35.7831006,35.6016403,unknown,unknown,Royal Palace,d7bfe3e3-0319-4665-8e1c-eb5d97ff8770
RS 16.160,35.7831006,35.6016403,Akkadian,Logosyllabic,Royal Palace,8d588eaf-f74f-4c98-8f28-5132a00b9f9d
RS 16.161,35.783083,35.6016405,unknown,unknown,Royal Palace,4deb0801-e642-4319-aec7-c3abc7682fff
RS 16.162,35.7830931,35.6016505,Akkadian,Logosyllabic,Royal Palace,b14dfc43-793b-46ef-82ab-3f734ac4cc6c
RS 16.163,35.7830931,35.6016505,Akkadian,Logosyllabic,Royal Palace,9be73adc-2df1-44bd-adf5-b3daf66f86b8
RS 16.165,35.7828841,35.6015999,Ugaritic,Alphabetic,Royal Palace,00552d5a-6685-494d-a63d-3fcf64598ca3
RS 16.166,35.7830987,35.6016448,Akkadian,Logosyllabic,Royal Palace,b132bba9-07bb-4718-9dda-80bfc198785c
RS 16.167,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,6ba3f464-69d9-4c11-ab2d-6edabce5eb40
RS 16.170,35.782989,35.6016061,Akkadian,Logosyllabic,Royal Palace,830afb28-4a15-4739-b277-1f7e69c22f17
RS 16.171,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,dec50d6a-d209-4798-89ff-5608219f7e07
RS 16.172,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,7b05d4c4-6031-4eda-a3b3-3bfbf0763a3f
RS 16.173,35.7830487,35.6016331,Akkadian,Logosyllabic,Royal Palace,6bbdb09d-27f4-45a0-88c0-d07971ea8cab
RS 16.174,35.7830987,35.6016448,Akkadian,Logosyllabic,Royal Palace,0b75bbe7-1a1c-4afa-a11b-23d9e9715943
RS 16.175,35.783025,35.6016283,Akkadian,Logosyllabic,Royal Palace,7d309a02-bb07-4949-b367-754c02b3f22c
RS 16.176,35.7827676,35.6015803,Ugaritic,Alphabetic,Royal Palace,86c61535-2403-43f5-9fa9-d437712662f5
RS 16.177,35.7827676,35.6015803,Ugaritic,Alphabetic,Royal Palace,f7161877-7f28-4668-9b46-f826c32495c1
RS 16.178,35.7830895,35.6016452,Akkadian,Logosyllabic,Royal Palace,fb22b730-5566-44db-9275-363b5d6ba68c
RS 16.179,35.7827651,35.6015794,Ugaritic; Akkadian,Alphabetic; Logosyllabic,Royal Palace,c5ae9fb8-f8c1-4c03-add7-d117d1e56700
RS 16.180,35.7832258,35.601646,Ugaritic; Akkadian,Alphabetic; Logosyllabic,Royal Palace,008d2358-0806-49ef-b63c-e7841337b876
RS 16.181,35.7818956,35.6014227,unknown,unknown,Out of Context,604052dd-67ed-4c57-b3d6-6238ed2621f8
RS 16.182+,35.7831316,35.6016349,Akkadian,Logosyllabic,Royal Palace,84684f23-a3f4-4a3a-bba5-44521ae25ab9
RS 16.183,35.7831435,35.6016447,unknown,unknown,Royal Palace,ededeff9-1541-40e0-a58d-a65213db4ad2
RS 16.184,35.7831151,35.6016467,Akkadian,Logosyllabic,Royal Palace,405cffc3-92f1-403b-a7b5-15e1716109c1
RS 16.185,35.783083,35.6016405,Akkadian,Logosyllabic,Royal Palace,23efc266-f96e-431d-9278-dfbd26a0ed62
RS 16.186,35.7832727,35.6015086,Akkadian,Logosyllabic,Royal Palace,ee694920-0314-4825-b440-0f62231317b7
RS 16.187 [C],35.7832702,35.6016183,Akkadian,Logosyllabic,Royal Palace,de457b0b-2237-4a14-b18a-0bdfbc353767
RS 16.187 [B],35.7832702,35.6016183,Akkadian,Logosyllabic,Royal Palace,6957cecf-b7cc-462a-a0e9-b2f263ee2670
RS 16.187 [A],35.7832702,35.6016183,Akkadian,Logosyllabic,Royal Palace,d7d928e6-57ba-4da6-baf5-14efc091fc21
RS 16.188,35.7830938,35.6016335,Akkadian,Logosyllabic,Royal Palace,eeb0d9d1-9553-4662-afa3-1790263770e6
RS 16.189,35.7830968,35.6016365,Akkadian,Logosyllabic,Royal Palace,56688390-cfc8-4934-b25d-f6ca8dee9192
RS 16.190,35.7830968,35.6016365,Akkadian,Logosyllabic,Royal Palace,199eb83f-e650-4e4f-b83c-44754a2bcd56
RS 16.191+,35.783223,35.6016429,Ugaritic,Alphabetic,Royal Palace,063943c0-b1db-46fa-bec0-d5e0874450bc
RS 16.191B,35.783223,35.6016429,Akkadian,Logosyllabic,Royal Palace,104c199c-b413-4205-b1a7-9ce204f3da73
RS 16.191A,35.783223,35.6016429,Akkadian,Logosyllabic,Royal Palace,d46e4ace-36f5-446a-ba54-27b20ca2ab2f
RS 16.192,35.7832764,35.601509,unknown,unknown,Royal Palace,d4cd80f2-8aaf-457b-9d45-63ebcff6e8e7
RS 16.192A+,35.7832764,35.601509,Akkadian,Logosyllabic,Royal Palace,bce5524b-44b0-4287-a012-4ce964f67856
RS 16.193,35.783083,35.6016405,Ugaritic,Alphabetic,Royal Palace,5359843d-53c8-4c40-a59d-d994e4ec6f8b
